73822000: { "umbrella":137477,"name":"80af3b2cdcd1117c5dfb5dba351b3dd75cf12eeb","value":970526,"payload":"\"........\"","date_stamp":"52644-001","time":"36800-456","id":"018e4b61ef58598979d53194c27faa1cb5b90424"}
59547652: { "umbrella":954120,"name":"88fc972e5447b251c7bee98ca44a2b6687ff4abe","value":734606,"payload":"\"........\"","date_stamp":"10702-003","time":"11673-173"}
72946231: { "umbrella":463766,"name":"72999a4fe9aecc0506478f3927fd51796886b9e1","value":522523,"payload":"\"........\"","date_stamp":"0268-1357","time":"0955-1710","id":"37f2e36ea349d261df6cc29de5a315ea929aecee"}
18947019: { "umbrella":793528,"name":"baaf9564f707dcb4f11bedd88fa1f63ac8d24175","value":939200,"payload":"\"........\"","date_stamp":"11822-6190","time":"51991-631","id":"5a17eead2a3160623da7626fb6e099fe52e75755"}
27809732: { "umbrella":679174,"name":"0448458548a03d4ffde8200876172c2cf7bd420c","value":109636,"payload":"\"........\"","date_stamp":"60505-0596","time":"68703-043","id":"1ece2e64a740f26a7251c23d8132bdbaea42e2ff"}
72332389: { "umbrella":613456,"name":"9f392ff9223bd32b36241bd80d9ca88023f16e83","value":47803,"payload":"\"........\"","date_stamp":"0832-1025","time":"60637-008","id":"4f25b26f855b206dc1b196ecedc3d2867b874d34"}
23427203: { "umbrella":580928,"name":"2596786e75ece7a877640be6cb13b7bcdfa120d0","value":509771,"payload":"\"........\"","date_stamp":"59279-505","time":"49348-861","id":"d2146b7c58b7cd7ac07a9d1d897552c2c9fc2b39"}
27834759: { "umbrella":281145,"name":"49bb214441c825cd6b0feabcf10636f18f1da434","value":249593,"payload":"\"........\"","date_stamp":"59779-302","time":"63240-5001","id":"d13e9e79d6d88b8e519ed7f11a72c914514fea78"}
41267070: { "umbrella":984904,"name":"6361b9f70cf72ee33d1692415887419de70e6fa0","value":119228,"payload":"\"........\"","date_stamp":"65862-658","time":"64896-681","id":"c2a138c659f054b225f1b1d225b511da0d822776"}
81518820: { "umbrella":926994,"name":"ee56441b90bc6532dad87180f1aab00b50bcda44","value":328952,"payload":"\"........\"","date_stamp":"24338-200","time":"0115-9544","id":"1cdbb1f0190c8e6aa39d7ca8787e633a9b1752b7"}
98345693: { "umbrella":362588,"name":"1f6edc8d2a09f185888420adeb838593b61ce985","value":312457,"payload":"\"........\"","date_stamp":"52125-065","time":"0065-0627","id":"47e97f974482040a72e26508056991cf156ab487"}
81639193: { "umbrella":932560,"name":"d4e3f21323cbb238d56cbabc971238145774c34e","value":448106,"payload":"\"........\"","date_stamp":"54868-6203","time":"63481-121","id":"63580c9791de4a71798b9e915307a0631545a1ae"}
93360912: { "umbrella":447930,"name":"5b2d55a8e72652e5306a5c209c5ba51ff42167ed","value":269444,"payload":"\"........\"","date_stamp":"0145-1501","time":"46708-088","id":"c5c857616ff62ce88fb6cdfdfe493e16d9a934c3"}
83506076:  === THIS IS NOT JSON and should error if this line is part of the result set, but is ok if it not ==
77458193: { "umbrella":508740,"name":"75dda2aa67f1ff764ac44f66685322b4e9db5c8f","value":835663,"payload":"\"........\"","date_stamp":"0093-4235","time":"49288-0491","id":"07f9c0cd5c043c797820b71af2720a8fbef7be5c"}
73084238: { "umbrella":533316,"name":"060ac35500ff0b9e41e9a08c708c6c41a1af7d05","value":497788,"payload":"\"........\"","date_stamp":"54868-6075","time":"48951-1031","id":"ff1e2a042f2c17f5253057e5d2610001da5b3a97"}
52264853: { "umbrella":782256,"name":"12e5435cefe540eb6965e19622bb9650da6789ec","value":45763,"payload":"\"........\"","date_stamp":"0603-2109","time":"60758-802","id":"9805ca135e536d7d9c637850eeeccb7e03ba7d0e"}
21720569: { "umbrella":193626,"name":"3068e0446ff538e61dfa4513c2c205d4aac05552","value":66678,"payload":"\"........\"","date_stamp":"51393-6667","time":"17478-934","id":"a17f5b90c68afd89d8871d73134605861be641c2"}
32810531: { "umbrella":626404,"name":"7b3880e876bcf66393d293da9467235e2885c2de","value":79349,"payload":"\"........\"","date_stamp":"16252-529","time":"43275-140","id":"f0e7d1bf58528138e2cc5c2f23d5151a1456f20a"}
83520572: { "umbrella":920685,"name":"39b1163061a4fb2b8638f238335e8baa829e1da2","value":127472,"payload":"\"........\"","date_stamp":"76123-243","time":"49349-887","id":"46f88f5030e0e7c2098b869721b44faac01dcf41"}
