68487618: { "umbrella":646774,"name":"eecaffa6a8985565d3331dbc02374ba80cf9ced1","value":704072,"payload":"\"........\"","date_stamp":"66129-020","time":"50865-650","id":"b4e8e67e9864631dac39013cc75ba8f82276aeaa"}
77536027: { "umbrella":356417,"name":"33994fe70a2a81165ce5c6bd9409325d0f65a8ca","value":555873,"payload":"\"........\"","date_stamp":"52125-298","time":"23155-160","id":"dcae7cd56c2b42f6422c59ab36564b32b9fb0f5d"}
32514625: { "umbrella":667465,"name":"8b4814c20d6c6105cce80555f279d92c0d2b8710","value":887306,"payload":"\"........\"","date_stamp":"49999-543","time":"49884-564","id":"2256664835b97f45070e3f0eb2ab3734d5ef6239"}
28954636: { "umbrella":789212,"name":"162e233a25a5f9f4c45b7511faef4964285a3daa","value":280647,"payload":"\"........\"","date_stamp":"0555-0033","time":"22431-576","id":"89529924a2c0742098fda26857468689bec40e72"}
59635920: { "umbrella":559457,"name":"51b2247c8d19717413258244594245584b903820","value":260714,"payload":"\"........\"","date_stamp":"58657-420","time":"0615-5589","id":"45d83abdf1e6d3f556c0979af8af9b55accf5fc3"}
21123569: { "umbrella":805385,"name":"e793b5a89850703ac5067a822a5d91f8335b5645","value":724723,"payload":"\"........\"","date_stamp":"50383-772","time":"60681-3006","id":"cf390509a4f77e7c1105839684ebf0da98928792"}
45341951: { "umbrella":891011,"name":"23cc5865826219ba6c7cddd3ec7fc85a94bab2ce","value":320570,"payload":"\"........\"","date_stamp":"0185-0701","time":"24385-517","id":"fab4acbfb2c9327fcfd7822cb2bf068db5186d05"}
87191132: { "umbrella":976787,"name":"20166417148bb8cbb21e06b1d46bf6095a30e649","value":503047,"payload":"\"........\"","date_stamp":"64092-031","time":"16590-068","id":"0aab52151c27382b41913baa2fd6784f32a9b01c"}
84544174: { "umbrella":404088,"name":"2e80ac8851386a0bd5989e8a0607db1e258284b1","value":329509,"payload":"\"........\"","date_stamp":"0054-0087","time":"57520-1039","id":"d9394fc6934bfc2c53a2891ac90aaf4c1ab2695a"}
65025664: { "umbrella":553661,"name":"e3219d0bca5bbdc8a9ca2774d5225732f738a7c5","value":28771,"payload":"\"........\"","date_stamp":"21695-516","time":"13537-026","id":"b1d1483baa12e3db31acb822b74181481052d51f"}
78075752: { "umbrella":178226,"name":"bbdeef85abfce48b015e434390bfa6ab45132b36","value":189623,"payload":"\"........\"","date_stamp":"61551-0101","time":"0548-6300","id":"124a98125d441cabdb77766cef67f7774ed21bd8"}
48079082: { "umbrella":913302,"name":"0cfe82854c833961f0505aa755c51721b48d57f5","value":929877,"payload":"\"........\"","date_stamp":"60512-6468","time":"55154-4986","id":"74ba9cfb4f463ac8da5c88dc891a929e65f8ed64"}
44505673: { "umbrella":908375,"name":"0f8b6b775776917bc17d759894f7b8c460d8d86e","value":490279,"payload":"\"........\"","date_stamp":"37000-059","time":"52810-602","id":"606606cd0ece0fb21d4ab88918c8c405d39fd863"}
35870867: { "umbrella":408776,"name":"63d1c860529d9eaf7e59dc2e4b90cf344b67211e","value":687240,"payload":"\"........\"","date_stamp":"64141-704","time":"0603-5339","id":"a7eb9bd8f40d1b4441a4bb03eaf3df7fdc400271"}
72924580: { "umbrella":376710,"name":"604ca6a096990c2c5467f9ca1a518d54ae2a8e08","value":82204,"payload":"\"........\"","date_stamp":"16590-096","time":"0591-0810","id":"6b36a154b062cad419770f4224c05a814e3d9fd7"}
89300312: { "umbrella":796908,"name":"deb302adc9c8f97e3d000fcdb8fd98fe80ab335e","value":781036,"payload":"\"........\"","date_stamp":"49288-0871","time":"53882-002","id":"28d5182a81b9365238f5520c41c6f66d57699cac"}
83064907: { "umbrella":910163,"name":"201a8b4c0c1e32d2d922c84d706a259e1995d5f6","value":657847,"payload":"\"........\"","date_stamp":"55154-6666","time":"63029-433","id":"4926bbe60af6cf6615c5b76826cd5326d780e0f6"}
91451821: { "umbrella":822034,"name":"f7644df20af8ec2569a510233f5d6f4e0392c7b4","value":874793,"payload":"\"........\"","date_stamp":"24286-1553","time":"55154-3431","id":"4c2b009c3da16543d5a6cdaed738033301b6aba3"}
32875338: { "umbrella":859558,"name":"c000e27d1f228e3b047e282fbf863c55d155fb8f","value":668856,"payload":"\"........\"","date_stamp":"0536-1021","time":"29500-8040","id":"24867d5e181c693dcbaaa80270782537840350e1"}
59706511: { "umbrella":547000,"name":"68b140d012b8dc4f6d5dd279359b40e756137f72","value":366066,"payload":"\"........\"","date_stamp":"0220-9048","time":"42254-149","id":"ac98cb439f59f9df0827b4f5b56c8f2ffb783c4c"}
32014681: { "umbrella":392225,"name":"05fd5f9dfb92c9f33dfd1eb7b56e66dedbfa30f2","value":351095,"payload":"\"........\"","date_stamp":"0574-0106","time":"62211-261","id":"2173e7529b14c9fb746b58ffe68ab6b9e0f3c9a2"}
77797971: { "umbrella":169875,"name":"fec5759cc1fe63a20b3e4e8f7804290cdbc3b192","value":142746,"payload":"\"........\"","date_stamp":"0591-3369","time":"43419-006","id":"3d065470f5153508238b5b567f520b5796348a19"}
10891239: { "umbrella":189583,"name":"e327d5fc16162ee0d2775b6f0a5f9882be601cae","value":765089,"payload":"\"........\"","date_stamp":"30056-004","time":"43857-0192","id":"a65b120ce1ce14c9c26a3869ff02aba856b3e1eb"}
51823683: { "umbrella":238860,"name":"58444e6beb7121cc8cdb3315a31a6dc6130011f2","value":733911,"payload":"\"........\"","date_stamp":"68788-9371","time":"49288-0250","id":"eda9506867e8f65591db226c8b1c96ab4a92bc0e"}
18966265: { "umbrella":702187,"name":"5852adf246c4fca949d9d4180511f021a0562080","value":884581,"payload":"\"........\"","date_stamp":"50804-620","time":"12830-735","id":"63aa65eaf01adee25936d4c4514f4477734a794c"}
36706819: { "umbrella":651238,"name":"f9eee7cac9c93e5029fbd66ec657623615273d4a","value":739300,"payload":"\"........\"","date_stamp":"36987-1930","time":"11822-5156","id":"7d989c8483029cc3f851c4fb73dc276df5eb39ef"}
17953247: { "umbrella":705659,"name":"bd7c7a3b81cdf1785742790920cb11be95bd6b4e","value":235034,"payload":"\"........\"","date_stamp":"41190-604","time":"53808-0650","id":"b2d78595e95b968b330dc15fe0bf477a96ed56f3"}
59560002: { "umbrella":270438,"name":"c934214f66f58ffd512f6fe33e03ecaf620e21a4","value":875758,"payload":"\"........\"","date_stamp":"59779-171","time":"53808-0814","id":"428f7797c70424864eec5648c35d1d30737069ec"}
32184634: { "umbrella":941355,"name":"c5628fb49aa54709845861ddccaa78cbc7cba5a3","value":380621,"payload":"\"........\"","date_stamp":"62185-0003","time":"63981-110","id":"d08a7087e2297ec0007088c207b79ff275444769"}
52456921: { "umbrella":416696,"name":"f936da7b8993978a96f0a2a4d9ba8375d46ca89f","value":428740,"payload":"\"........\"","date_stamp":"54868-6031","time":"36987-2933","id":"8dfa44d5f058a24347a943d6d9e352a3db59c86d"}
49390495: { "umbrella":798015,"name":"35d0d7884eab86ccc6c3d4743a255cf7b6f7995f","value":721619,"payload":"\"........\"","date_stamp":"0603-0524","time":"75847-1710","id":"ad5859bf24d1d3a6f32bed875cab47a6e76bdec8"}
